Feature,Coefficient_Magnitude
caption_days,0.3501007889761813
hashtag_nails,0.35005605167856463
hashtag_portraitphotography,0.3498700764320466
hashtag_quotes,0.34956997668845674
caption_daily,0.3484861232618445
caption_from,0.3453880787635364
caption_it,0.34485254256781256
caption_looks,0.34409933466643366
caption_food,0.3437100726337476
hashtag_lifestyle,0.34225892542469555
caption_on,0.3422566719057664
caption_high,0.34185149479046895
hashtag_explorepage,0.3378690602446132
caption_live,0.3371172703256821
caption_swipe,0.3368681869937212
caption_photography,0.33664412523276654
hashtag_keşfet,0.3359042070236584
hashtag_amor,0.33533798551796695
hashtag_beauty,0.3331412925132036
hashtag_miamibeach,0.33073832311774476
hashtag_ilovedogs,0.33026863212964375
caption_pr,0.3299882864542392
hashtag_instamood,0.32866208873504704
caption_how,0.32738675645220056
hashtag_halloween,0.3273298981634262
hashtag_sunset,0.3249044953684899
caption_and,0.3238175845224112
hashtag_brasil,0.32373541869876327
caption_of,0.3230985223279054
hashtag_selflove,0.32225165416058266
hashtag_kartal,0.32202789989472724
caption_try this,0.32034323937071907
caption_the latest,0.3201704972545225
caption_collection,0.3196204376339193
hashtag_pic,0.31901956390798664
hashtag_modelling,0.3184985392545308
caption_on the,0.31810563373130774
caption_progress,0.3176896851423853
caption_an,0.3173877033312349
caption_would,0.3164856079906667
caption_what,0.315253893715814
caption_agree,0.3146023346801928
caption_below,0.313718359841108
caption_thoughts,0.3136388790976644
caption_latest,0.311989186134457
caption_share with,0.3114636850760022
caption_your friends,0.3114636850760022
hashtag_skin,0.30999935205492984
caption_survival,0.30995912267229264
caption_gourmet,0.30995230205229835
caption_bio,0.30939882109075895
caption_chicken,0.3092999327814643
caption_who,0.30872401806805133
caption_ai,0.3081293269274298
hashtag_foryou,0.30739725164259574
hashtag_luxuryrealestate,0.3072485258576276
caption_better,0.30711361193545544
hashtag_pr,0.30660273640453567
hashtag_doglovers,0.3062016781904826
caption_homemade,0.3061693686870077
caption_work,0.3058105039487094
hashtag_girl,0.30479497460175814
caption_frameworks,0.3041719453696839
caption_lead,0.30413932669323823
caption_off,0.3034770789286386
caption_yet,0.30169966256787667
hashtag_mua,0.3015348944531077
caption_found,0.3011404641038457
caption_in this,0.30010462355758355
hashtag_lace,0.2997897252908874
caption_review,0.29782545117609066
caption_real,0.29656062278592715
hashtag_depression,0.2959260577958522
caption_aroma,0.2958075464215872
hashtag_caloriedeficit,0.29538377885465295
hashtag_flower,0.2951453032861477
caption_trend,0.2941776255918414
caption_ready to,0.2939339977218571
caption_10,0.2937824191640766
caption_natural,0.29374331750349025
caption_ingredients,0.29300163727976836
hashtag_thoughts,0.2916338397617126
caption_is,0.2909165112800959
caption_were,0.2907875499293816
caption_dessert,0.29036850323219093
hashtag_world,0.28931311742869603
hashtag_bhfyp,0.2860275486339673
hashtag_digitalart,0.28556721244793254
caption_is here,0.28545738838419193
hashtag_nailart,0.28419932607376386
caption_you think,0.28318215507962713
caption_light,0.28275009078171737
hashtag_iraq,0.28188376137556453
caption_sponsored,0.2805493174449865
caption_have,0.2778266258703889
hashtag_hate,0.2776876730378252
caption_culture,0.2775593825983451
hashtag_video,0.27602210624655105
caption_fave,0.27446500751084907
caption_content,0.27322598910533014
hashtag_viralreels,0.2730275059057403
caption_group,0.2729351849462938
hashtag_viralpost,0.27266535903057737
hashtag_fotografia,0.2725988775900701
caption_healthy,0.27237625627713813
caption_perfection,0.27230035281968795
hashtag_anxietyrelief,0.27194594552805995
hashtag_live,0.2717713381111135
caption_you,0.26928913378970604
caption_link in,0.2686187218679326
hashtag_jesus,0.2678739200320048
caption_24,0.26741780867737003
hashtag_kittens,0.267163550245574
hashtag_dogoftheday,0.26478882786747887
hashtag_magic,0.26447951931521746
hashtag_smallbusiness,0.2630755560594024
hashtag_entrepreneur,0.2627486169006562
caption_track,0.2625271503749953
hashtag_hair,0.26235468849386623
hashtag_livemusic,0.26170272673955214
caption_got,0.2615235004226079
caption_focus,0.2608097026774078
caption_take,0.2607995197030834
caption_problem,0.2605641769653532
hashtag_armylife,0.25920816999772883
caption_color,0.25909183093225824
caption_style,0.25895456775645326
hashtag_new,0.25886085341360743
caption_from the,0.2577983557430488
hashtag_lasvegas,0.2576842853769512
hashtag_lowcarb,0.25731186931283184
hashtag_likeforlikes,0.25711731875708854
hashtag_cats,0.25661146883097347
hashtag_holiday,0.25594917880507867
caption_smart,0.255779178825948
caption_use,0.2555389833065573
hashtag_adoptdontshop,0.2550173147404118
caption_this,0.2535750815523499
hashtag_discrimination,0.2528334723538713
hashtag_luxury,0.2524122295136088
hashtag_bride,0.25201201280899777
hashtag_studio,0.2505835833375027
caption_taking,0.25039008542093827
caption_someone,0.24898298171869995
hashtag_instatravel,0.24753166431605247
hashtag_mma,0.24721688977554734
caption_story,0.24681353543595516
hashtag_quran,0.24663331538966296
hashtag_gazaunderattack,0.24624750943215803
hashtag_christian,0.2461059361373403
hashtag_germany,0.24576991634005532
caption_new collection,0.24562356555754372
caption_elegant,0.2455396603578439
hashtag_america,0.24544355334853976
hashtag_followme,0.24507340408811865
caption_perfect,0.24472528408526717
caption_pop,0.24382948807868554
caption_let,0.24354127117958643
caption_can,0.24318646001204725
caption_option,0.24298383566433043
caption_one,0.24275877874238058
hashtag_illustrator,0.2421493361696009
hashtag_outdoors,0.24200045734108602
caption_better than,0.24069247517178702
hashtag_islamic,0.24063847749643255
hashtag_darkness,0.23990638252561272
hashtag_weightloss,0.23963672720193363
hashtag_tattoo,0.23932721797642975
caption_special,0.23932652247935038
caption_insights,0.23912669560151842
caption_if,0.2381976447380991
caption_ve got,0.23787583366377973
caption_me,0.23746617738258946
hashtag_paris,0.23638091743399045
caption_training,0.2363324743747551
caption_rest,0.23585889117895875
caption_if you,0.23534672987889846
hashtag_artwork,0.2349781679733335
hashtag_moslim,0.23322524261458452
hashtag_medicina,0.23320987002244195
hashtag_pet,0.23309701574445493
hashtag_trekking,0.23267717133164958
hashtag_mindful,0.2320701081497214
caption_tips,0.2319575101640757
hashtag_ニットコーデ,0.23191312719906096
caption_book,0.2317716881664161
caption_know in,0.23174831538637197
hashtag_followforfollowback,0.2315829746736875
hashtag_speech,0.23133239688254448
hashtag_usa,0.23124091790235476
caption_comment below,0.23007401070974462
caption_effortless,0.23005014008315292
hashtag_cute,0.22994513137805458
caption_api design,0.2298401757704148
hashtag_cutedogs,0.2285340100170068
hashtag_makeupartist,0.22825543524643746
caption_life,0.22809023757544888
caption_with your,0.22762117756857178
caption_more details,0.2274586557697876
hashtag_drawing,0.22684294552199666
caption_your thoughts,0.22661726155068673
hashtag_earth,0.22623477098001796
caption_comment,0.22529841294874223
caption_open,0.22526215678709183
hashtag_lebanon,0.22493326176044903
caption_below with,0.22385964840982153
caption_tap,0.22203865981679247
hashtag_linen,0.22159006739858778
caption_drop,0.2209222609869319
caption_this post,0.22077123594362336
hashtag_lookoftheday,0.22057260257972944
hashtag_اكسبلور,0.2204120642475332
hashtag_depressed,0.22031681434908387
hashtag_islam,0.22010220913009423
hashtag_animals,0.21964048667245084
hashtag_bestoftheday,0.21865981256996583
caption_changed,0.21825401320460994
caption_won,0.217829628838359
hashtag_likesforlike,0.2172362588889035
caption_share,0.2171907494612191
hashtag_russia,0.21687407444975773
media_type_Post,0.21603858910930648
caption_details,0.21587811583826225
hashtag_italia,0.2158604236961783
hashtag_mexico,0.21457140266982466
hashtag_instatraveling,0.2141726862625454
hashtag_tbt,0.21388953632919558
caption_mental,0.21373027699945035
hashtag_mcdonalds,0.21342194831535657
media_type_Photo,0.21306042130834293
caption_session,0.21246965673157944
hashtag_summer,0.21233244752731104
caption_comedy,0.21171374261812323
caption_here,0.2112383629834664
hashtag_lovely,0.21015773875954147
caption_ever,0.2086269022303715
hashtag_photography,0.2080677885085657
hashtag_ad,0.2080604471908444
hashtag_reelsinstagram,0.2049748236799119
caption_big,0.2047229141900501
caption_energy,0.20433633631503234
hashtag_sun,0.2043309323919731
caption_to see,0.2039157901762695
hashtag_muslim,0.2036230344386815
hashtag_blades,0.20300068929892814
caption_huge,0.20275538055704048
hashtag_dark,0.20268805643958507
caption_protein,0.20233705587985465
hashtag_canada,0.20215562810535123
hashtag_netherlands,0.20184928159843138
caption_need,0.20170484678656053
caption_series,0.2013473571224422
caption_lead to,0.20127098784798203
caption_to big,0.20063356940065746
caption_today,0.20061292713792345
hashtag_lowcalorie,0.20033880010885619
hashtag_ink,0.20028595327494936
caption_silk,0.2001264854950445
hashtag_life,0.19942716193745993
caption_workout,0.19917836928028285
hashtag_morning,0.19874726205875537
caption_go to,0.19823784106450495
caption_note,0.1980354517996911
caption_comments,0.19664181855158444
caption_key,0.19627717595894625
caption_fresh,0.19614477914402817
caption_deep,0.19608166214909675
caption_comfort,0.19458929966908933
caption_need to,0.1943319412512745
caption_ad,0.19390608775035778
hashtag_งค,0.1927202916054281
hashtag_photoshop,0.19262295094741008
caption_found this,0.19240394186644996
caption_street,0.1921027926379425
caption_culture moment,0.19203135229294463
caption_week thoughts,0.19203135229294463
caption_pop culture,0.19203135229294463
caption_latest trend,0.19203135229294463
caption_moment of,0.19203135229294463
caption_is on,0.1913258934409544
hashtag_فلسطين,0.19106299514787425
hashtag_informacao,0.1909127731707041
caption_cool,0.1907821395513526
hashtag_woman,0.19018069859126366
caption_moment,0.1898191643239023
caption_to,0.18933438922042453
hashtag_peace,0.18923373680380326
hashtag_tiktok,0.18920145507056566
hashtag_goth,0.18903856316463255
caption_chocolate,0.18830335547001076
caption_core,0.18795664904063059
caption_hard,0.18792325531971768
caption_matters,0.18759238519512392
caption_bowl,0.18718389951250727
caption_power,0.18665758372273436
hashtag_magazine,0.18646805310786338
hashtag_photoshoot,0.18615444989287847
hashtag_travelphotography,0.18536744555717374
caption_me know,0.18505525966848335
hashtag_cat,0.1846192871897744
caption_morning,0.18439135932943385
caption_vintage,0.18437038194221148
hashtag_luckywelivehawaii,0.18414068753693702
caption_is your,0.18382498371759715
caption_complex,0.18358372232997108
hashtag_family,0.1834642253733939
caption_than,0.1824426826848861
hashtag_lovefood,0.1798059528321975
caption_hear,0.17979935874089722
caption_rate,0.1795205804446216
caption_choose,0.17949034230709993
caption_know,0.1794231101632436
caption_bold prints,0.17886070056085598
hashtag_dogs,0.17868447538199125
caption_using,0.17858474413043382
hashtag_kids,0.17793959521563632
caption_edge,0.1769993349408845
hashtag_italian,0.17609478426498426
caption_mind,0.17540955605899775
hashtag_quoteoftheday,0.17526011797223906
hashtag_success,0.1749599913237924
caption_the day,0.17470269372381195
hashtag_traveltheworld,0.1744379808135176
caption_believe,0.17422937276263992
caption_ve,0.17358883494662478
hashtag_portrait,0.17289994442905662
hashtag_naturelovers,0.1724503540258938
hashtag_liquidgold,0.17231537375523298
caption_at home,0.17182903216540538
hashtag_instalove,0.17122144592054522
hashtag_instamoment,0.17107744344058032
hashtag_friday,0.17067447353331447
caption_make,0.16966088116325176
caption_in bio,0.16889884995804963
hashtag_macro,0.16873784135069833
caption_preserving,0.1685881366628277
hashtag_instagramers,0.16758385817079988
caption_time,0.1675424392362291
caption_look,0.16738474520065383
caption_gaming,0.16733264768478476
caption_salmon,0.1673047510238309
caption_platforms,0.16690216981637906
caption_these,0.16678634001437875
hashtag_jennie,0.1667175453403401
caption_teaching,0.16670299832458121
caption_bags,0.16620066898666339
caption_see this,0.16613092408910238
caption_pasta,0.16606154744275228
hashtag_happiness,0.16599941955466044
caption_coming,0.16565865204410382
caption_alone,0.16554272894218264
caption_source,0.16518822063801034
hashtag_amazing,0.16492588501291156
caption_after,0.164869086417592
caption_perfect for,0.1647181222594417
hashtag_cosplay,0.16463098857415745
hashtag_smile,0.16337318309220428
caption_different,0.16334706784319122
hashtag_instadog,0.16315355015246702
caption_recipe,0.1626075548730239
caption_ramen,0.1619414991600703
caption_simulated,0.1617105862745143
caption_details simulated,0.1617105862745143
caption_let me,0.161605453119273
caption_esports,0.1613611133467726
hashtag_nailsofinstagram,0.16107682852522118
hashtag_gymmotivation,0.1607578215726695
caption_models,0.1605470345776163
caption_fundamental,0.16043107262318798
hashtag_viralvideos,0.16037879521856577
hashtag_indianarmy,0.16025596795064387
hashtag_doglife,0.15981949861519992
hashtag_insta,0.15919244634632443
caption_inspiration,0.15891593655381378
caption_which,0.15885120478795675
hashtag_abudhabi,0.1587603732696152
caption_minimalist,0.15864595753389424
caption_save this,0.15837850901971393
hashtag_foodporn,0.15835075397013712
hashtag_اقتباسات,0.15798325213378858
hashtag_mumbai,0.1577480198786083
caption_you need,0.15744022451286813
caption_ingredient,0.15683588369164456
caption_sunday,0.15636938136577358
caption_farm,0.1563001034258523
hashtag_instafamily,0.15607238215133945
hashtag_memories,0.15607095030544527
hashtag_hindu,0.15589423053831664
caption_soon,0.15574865037491642
caption_concert,0.15563399852338425
caption_try,0.15498915350515044
caption_baking,0.15483271279019986
caption_over,0.15434744378115248
caption_minimalist jewelry,0.15419434263893025
caption_mobility,0.15402639373846558
caption_everywhere,0.15402396693777756
caption_recovery,0.1540156916961377
hashtag_mobilephotography,0.1539279734604557
caption_self,0.15385691597995452
hashtag_photo,0.1537972291962955
caption_save,0.15352897349513983
hashtag_painting,0.1533170404656616
caption_styled,0.15329789948797581
hashtag_interiordesign,0.15308947704863687
caption_is an,0.15299654284686667
hashtag_dogstagram,0.15289093601690498
caption_the weekend,0.1527308410620359
caption_down,0.15249926593318067
caption_the comments,0.15243514855547033
hashtag_coding,0.15243256737130037
caption_to understanding,0.1523708902550883
caption_teaching moment,0.1523708902550883
caption_is fundamental,0.1523708902550883
caption_moment why,0.1523708902550883
caption_fundamental to,0.1523708902550883
caption_details below,0.15164494198846798
caption_tastes,0.15164494198846798
caption_tastes better,0.15164494198846798
caption_recipe details,0.15164494198846798
caption_takeout recipe,0.15164494198846798
caption_that tastes,0.15164494198846798
caption_than takeout,0.15164494198846798
caption_cake,0.1513304753322053
caption_pan pasta,0.15098557308269728
caption_one pan,0.15098557308269728
caption_context,0.15088921811755227
caption_into,0.15088136914257363
caption_statement sneakers,0.15005018798882788
hashtag_runway,0.14993788282041376
hashtag_selfie,0.14963305701545307
hashtag_faith,0.1486826276078042
caption_thrifted,0.14836888362275322
caption_takeout,0.14800009891565627
hashtag_happybirthday,0.1478399763433267
caption_recommendation,0.14757450305044387
caption_simple,0.14722303084243124
caption_secret,0.14642745075849026
hashtag_israeli,0.14635303314678597
caption_process,0.14621623218686244
caption_behind the,0.14571660006672846
hashtag_instalike,0.1450207140221984
caption_behind,0.1450011079999857
caption_tap if,0.14444612117823072
caption_double,0.14444612117823072
caption_double tap,0.14444612117823072
caption_you agree,0.14444612117823072
caption_tip,0.14427728177287957
caption_muscle,0.14414940631907902
caption_needs,0.14345643744927816
caption_discovery,0.14304782684316295
caption_consistency,0.14299835386603646
caption_chaos,0.14290027667411764
hashtag_korea,0.14272939760870704
hashtag_fitnesslife,0.142313273384761
caption_thinking,0.14230546228578758
hashtag_followers,0.1421290339296246
hashtag_pakistan,0.14191891122869596
caption_the scenes,0.14184543130943003
caption_scenes,0.14184543130943003
caption_completely,0.14132985565632303
hashtag_puppylove,0.14101138404784472
hashtag_manga,0.14066824014975068
hashtag_kitty,0.14062993867211435
hashtag_likeforlike,0.1400882037295782
caption_outfit of,0.13978880894743345
caption_more than,0.13969987866567812
caption_spent,0.1395970957898777
caption_ad sponsored,0.1394950502142492
caption_meal,0.1394183355311143
hashtag_chill,0.13929271919693273
caption_learning,0.13920098988232585
caption_with these,0.1388665257781575
hashtag_lost,0.13862694670442458
hashtag_cake,0.13856805851997164
hashtag_indian,0.1385124090346068
caption_post,0.13808568107040944
hashtag_goals,0.13780892683812476
hashtag_flowers,0.13727343048907828
hashtag_deep,0.13678100205098973
hashtag_petlovers,0.13630656219616502
caption_shade,0.13624201005092543
hashtag_independenceday,0.13617127244664104
caption_by,0.136162750831535
caption_cybersecurity,0.13607089756671287
caption_cybersecurity frameworks,0.13607089756671287
caption_you choose,0.13600096305880824
caption_ar,0.13570704452932847
caption_night in,0.13567734827181474
hashtag_istanbul,0.1354771527133797
caption_unmatched,0.13546670927538065
hashtag_street,0.13532737083347682
caption_de,0.13530399686993008
caption_alert,0.13528560669992185
hashtag_techlife,0.13518718237473462
media_type_Video,0.13485651035418258
caption_see,0.13484509222380003
caption_resource,0.1344235138622587
caption_movie night,0.13423792334484405
caption_gem,0.13423792334484405
caption_underrated,0.13423792334484405
caption_underrated gem,0.13423792334484405
caption_gem you,0.13423792334484405
caption_night recommendation,0.13423792334484405
caption_recommendation underrated,0.13423792334484405
caption_for your,0.13414306729337477
caption_changed my,0.13407463187611024
caption_do you,0.13351661366294812
hashtag_opensource,0.133339827478799
hashtag_design,0.1332148090578365
hashtag_instapet,0.1329043566050617
caption_you found,0.13254906468021668
hashtag_linetattoo,0.13240082356921465
caption_dive into,0.13238661687807593
caption_dive,0.13238661687807593
caption_role,0.13237088002797756
caption_just,0.13236407291724628
hashtag_menswear,0.13222176335599936
caption_step,0.1320727814001365
hashtag_worldcup,0.13192404185268466
hashtag_momlife,0.1311562338981533
hashtag_mom,0.1311562338981533
caption_match,0.13032598988110602
caption_quantum algorithms,0.1295224375179548
caption_algorithms,0.1295224375179548
hashtag_fashiondaily,0.1294013292177039
hashtag_medicalschool,0.12935663014172213
hashtag_medlife,0.12935663014172213
hashtag_medicine,0.12935663014172213
hashtag_medicalstudent,0.12935663014172213
hashtag_medstudent,0.12935663014172213
caption_challenge,0.12893075531798728
hashtag_tasty,0.12822879432498913
hashtag_musiclover,0.12805742601705059
hashtag_picture,0.12800449827067592
caption_review battery,0.12757143622268793
caption_performance and,0.12757143622268793
caption_world use,0.12757143622268793
caption_gadget,0.12757143622268793
caption_gadget alert,0.12757143622268793
caption_new gadget,0.12757143622268793
caption_life performance,0.12757143622268793
caption_and real,0.12757143622268793
caption_real world,0.12757143622268793
caption_movie,0.1268854425621053
caption_discuss,0.12676204365936175
hashtag_dental,0.1264992224516049
hashtag_coach,0.1262467467078952
hashtag_mentalhealth,0.12605656521852657
caption_who hungry,0.12597231851985832
caption_food elevated,0.12597231851985832
caption_elevated gourmet,0.12597231851985832
caption_home who,0.12597231851985832
hashtag_knives,0.1257696564282159
caption_this comedy,0.12537001200203088
caption_special pure,0.12537001200203088
caption_laughing until,0.12537001200203088
caption_pure gold,0.12537001200203088
caption_laughing,0.12537001200203088
caption_until it,0.12537001200203088
caption_hurts with,0.12537001200203088
caption_comedy special,0.12537001200203088
caption_hits,0.12534153171259937
caption_you ve,0.1251828155229084
hashtag_selfhelp,0.12510460283052469
caption_spicy,0.12445328705121317
hashtag_miserable,0.12423016606056543
caption_experience with,0.12383331437450196
caption_pro with,0.1234480414193397
caption_accessorize like,0.1234480414193397
caption_accessorize,0.1234480414193397
caption_tips save,0.1234480414193397
caption_like pro,0.1234480414193397
caption_save for,0.1234480414193397
hashtag_blue,0.12309149481338817
hashtag_fitnessmodel,0.12290147827587389
caption_layered neutrals,0.12285373153730883
caption_neutrals,0.12285373153730883
caption_keep,0.12282598805549451
hashtag_lifelessons,0.12281535251674702
hashtag_illustration,0.12240284539817843
caption_from day,0.12226246829824065
caption_to night,0.12226246829824065
caption_transitioning,0.12226246829824065
caption_transitioning from,0.12226246829824065
caption_chic,0.12226246829824065
caption_effortless chic,0.12226246829824065
hashtag_dubai,0.12201402863948889
caption_the process,0.12183097585179874
hashtag_thailand,0.1218275802942877
hashtag_england,0.12055012276596799
hashtag_nature,0.12029981545766079
caption_quick,0.12016166102471716
caption_bio for,0.1198348934666627
caption_this for,0.11935025151857705
caption_loving,0.11934231756188633
hashtag_memes,0.11899613529228371
caption_future,0.11871546619997957
hashtag_goodvibes,0.1183350219798589
hashtag_loa,0.11645922149370229
hashtag_gaza,0.1162828398227652
hashtag_hinduism,0.11613325491100628
caption_fails,0.1156236755506868
hashtag_instapost,0.11559912403540656
caption_prints,0.11532425989620393
caption_home,0.11429704156209508
caption_focus on,0.11384973551771921
caption_matters more,0.11277104593923341
caption_full story,0.11264506842871748
hashtag_muslimah,0.11226573822209492
caption_routine,0.1120816443480407
hashtag_netflix,0.11135442424354029
caption_twist,0.11133387266488226
hashtag_weekendvibes,0.11121107033059319
hashtag_devtools,0.11086603176440803
caption_tried,0.11036922045352932
caption_feeling,0.11025148089239423
hashtag_study,0.1101047098248914
hashtag_tips,0.10997109581676456
caption_funny,0.10984277595462062
caption_and creativity,0.10941149693316206
hashtag_flowerlovers,0.10932285151227224
hashtag_python,0.10922943085188648
hashtag_bodybuilding,0.10915977013727489
caption_form,0.10895031831127765
hashtag_uk,0.10891957487186125
caption_computing,0.10798856658938355
hashtag_indiangirl,0.10798848107970381
caption_restaurant,0.10763223414333596
hashtag_handmade,0.10742820821065302
hashtag_mealprep,0.10721940940991355
caption_idea,0.1071434679051317
hashtag_covid,0.10694603476091935
hashtag_adventure,0.10664434388915804
hashtag_makeup,0.10576704148574158
caption_battery life,0.10542888169369881
caption_perspective completely,0.10454250238038791
caption_here why,0.10454250238038791
caption_perspective,0.10454250238038791
caption_completely here,0.10454250238038791
caption_my perspective,0.10454250238038791
caption_this season,0.1045030801168912
hashtag_snow,0.10434331759087079
caption_someone who,0.1040539902657223
caption_shoot,0.10401392177634022
hashtag_jewelry,0.10374020050795692
hashtag_alone,0.10348351920462939
caption_free resource,0.10332398796256252
caption_twists,0.10321686595167322
caption_reference,0.10292724997610042
caption_in learning,0.10259710254495691
hashtag_doglover,0.10247586672705104
caption_next session,0.10206680317328753
caption_style note,0.1020012022501426
caption_resource alert,0.1020012022501426
caption_platforms for,0.1020012022501426
caption_mastering,0.1020012022501426
caption_bio style,0.1020012022501426
caption_alert best,0.1020012022501426
caption_best platforms,0.1020012022501426
caption_for mastering,0.1020012022501426
caption_exam,0.10193232379468738
hashtag_time,0.10079316187274438
caption_performance,0.10078855622318779
caption_testing,0.10004775270148807
caption_testing it,0.10004775270148807
caption_take after,0.10004775270148807
caption_after testing,0.10004775270148807
caption_overhyped,0.10004775270148807
caption_overhyped my,0.10004775270148807
caption_sustainable,0.0999043037375552
caption_quantum,0.09960665708234251
verified_status,0.09948552510509208
hashtag_minsk,0.09915231646397642
hashtag_гомель,0.09915231646397642
hashtag_минск,0.09915231646397642
caption_monochrome,0.09914015895301102
hashtag_lifequotes,0.09894571993695345
caption_tag someone,0.09892167561787141
hashtag_womensfashion,0.09834014629351527
caption_edge computing,0.09819069860287548
caption_go,0.09799174269734767
caption_needs to,0.09787616278524558
caption_see the,0.09784192536026236
caption_tech,0.09747643239118718
caption_weekend hacking,0.09745336525673265
caption_results exceeded,0.09745336525673265
caption_exceeded expectations,0.09745336525673265
caption_spent the,0.09745336525673265
caption_exceeded,0.09745336525673265
caption_expectations,0.09745336525673265
caption_classic,0.09736511815330036
hashtag_skincare,0.09733272276505621
hashtag_modeling,0.09718710498447151
caption_worth it,0.09713164224395354
caption_spicy ramen,0.09676057610819429
caption_must have,0.0966749233039023
caption_never fails,0.09654348749973389
caption_oversized,0.0963877706846819
caption_oversized blazers,0.0963877706846819
caption_blazers,0.0963877706846819
caption_energy is,0.09629546525609749
hashtag_learn,0.09622463414189736
caption_weeks,0.0959669148376429
caption_loving these,0.09583205473026794
caption_these layers,0.09583205473026794
caption_inspiration from,0.09583205473026794
caption_weekend loving,0.09583205473026794
caption_style inspiration,0.09583205473026794
hashtag_training,0.09536107904337864
hashtag_instagood,0.09533028860664117
caption_grilled,0.09520258064056762
hashtag_techtrends,0.0948687333895472
caption_proper,0.09474967868442395
caption_needed,0.09470344127177499
hashtag_mindfulliving,0.09442330021657709
caption_for me,0.09441017780920939
hashtag_dogsofinsta,0.09340003890720004
caption_game,0.0933305395491278
caption_results,0.09309277818814439
caption_way,0.09301097310529204
hashtag_artist,0.09256606211834473
hashtag_restaurant,0.09253537100519399
hashtag_film,0.09247304727319766
caption_for weeks,0.09239703860592757
hashtag_pitbullgram,0.09213613275042831
hashtag_pitbullsofinstagram,0.09213613275042831
hashtag_dontbullymybreed,0.09213613275042831
caption_nutrition,0.09211011288192404
caption_connection,0.09196067347169391
caption_generative ai,0.09192851158175319
caption_generative,0.09192851158175319
caption_bold,0.09180204038834665
caption_herb,0.09179537721220221
caption_crusted chicken,0.09179537721220221
caption_crusted,0.09179537721220221
caption_herb crusted,0.09179537721220221
caption_your next,0.09157818584013021
caption_why,0.09157419648310676
caption_compounds,0.09140679370916978
caption_consistency compounds,0.09140679370916978
hashtag_aiartwork,0.091335381435201
hashtag_aiartcommunity,0.091335381435201
hashtag_fashionweek,0.09110929952975157
hashtag_fashionstyle,0.09099379422361896
log_follower_count,0.09067018086696806
hashtag_studygram,0.09004188346224944
caption_to hear,0.0896773009540025
